metric.vipkid.com.cn	52.80.106.1, 52.80.116.144, 52.80.201.221, 52.80.204.138, 52.81.14.9, 54.222.186.81, 54.222.191.174, 54.223.196.221
mm.vipkid.com.cn	39.97.5.223
mobile.vipkid.com.cn	101.89.124.214, 101.89.124.215, 101.89.124.216, 101.89.124.217, 101.89.124.218, 101.89.125.211, 101.89.125.212, 101.89.125.213, 101.89.125.214, 101.89.125.215, 114.80.24.199, 114.80.24.200, 114.80.24.201, 114.80.24.202, 114.80.24.203
mon.vipkid.com.cn	54.223.62.133
monitor.vipkid.com.cn	54.222.128.128, 54.222.130.82, 54.222.136.175, 54.223.106.223, 54.223.167.190, 54.223.231.27, 54.223.246.85, 54.223.82.222
ms.vipkid.com.cn	54.222.128.128, 54.222.136.175, 54.222.184.94, 54.222.227.163, 54.222.245.57, 54.222.251.123, 54.223.157.97, 54.223.55.89
msoid.vipkid.com.cn	42.159.132.138, 42.159.133.17, 42.159.233.91, 42.159.237.146
office.vipkid.com.cn	52.80.106.1, 52.80.116.144, 52.80.201.221, 52.80.204.138, 52.81.14.9, 54.222.186.81, 54.222.191.174, 54.223.121.206
oa.vipkid.com.cn	52.80.116.83, 52.80.135.92, 52.80.240.160, 52.80.244.197, 54.222.168.114, 54.223.57.97, 54.223.66.247, 54.223.90.127
op.vipkid.com.cn	54.223.188.200
other.vipkid.com.cn	52.80.116.83, 52.80.135.92, 52.80.209.146, 52.80.240.160, 54.222.168.114, 54.223.57.97, 54.223.90.127, 54.223.96.52
payroll.vipkid.com.cn	39.105.225.55
payment.vipkid.com.cn	52.80.27.96, 52.80.78.249, 54.223.194.128, 54.223.228.216, 54.223.233.149, 54.223.244.87, 54.223.40.81, 54.223.70.53
pr.vipkid.com.cn	101.226.28.226, 101.226.28.227, 101.226.28.228, 101.226.28.229, 101.226.28.230, 101.226.28.231, 101.226.28.232, 101.226.28.233
r.vipkid.com.cn	54.222.128.128, 54.222.131.25, 54.222.136.175, 54.222.227.163, 54.223.106.223, 54.223.180.14, 54.223.231.27, 54.223.41.191
recruit.vipkid.com.cn	39.105.251.140
resource.vipkid.com.cn	101.89.124.211, 101.89.124.212, 101.89.124.213, 101.89.124.214, 101.89.124.215, 101.89.124.216, 114.80.24.196, 114.80.24.197, 114.80.24.201, 114.80.24.202, 114.80.24.203, 180.163.122.224, 180.163.122.225, 180.163.122.230, 180.163.122.231
rpc.vipkid.com.cn	54.223.86.190
sales.vipkid.com.cn	52.80.178.52, 52.80.27.96, 52.80.78.249, 54.223.194.128, 54.223.228.216, 54.223.233.149, 54.223.40.81, 54.223.70.53
sc.vipkid.com.cn	123.57.114.75
scan.vipkid.com.cn	54.222.159.30
search.vipkid.com.cn	54.223.171.228
security.vipkid.com.cn	59.110.246.206
sem.vipkid.com.cn	54.222.129.201, 54.222.227.163, 54.222.251.123, 54.223.106.223, 54.223.231.27, 54.223.246.85, 54.223.50.174, 54.223.55.89
smart.vipkid.com.cn	39.97.5.223
sso.vipkid.com.cn	39.105.225.55
stream.vipkid.com.cn	182.92.230.207
survey.vipkid.com.cn	101.89.124.211, 101.89.124.212, 101.89.124.213, 101.89.124.214, 101.89.124.215, 101.89.125.211, 101.89.125.212, 101.89.125.213, 101.89.125.214, 101.89.125.215, 114.80.24.196, 114.80.24.197, 114.80.24.201, 114.80.24.202, 114.80.24.203
t.vipkid.com.cn	101.226.28.226, 101.226.28.227, 101.226.28.228, 101.226.28.229, 101.226.28.230, 101.226.28.231, 101.226.28.232, 101.226.28.233
t1.vipkid.com.cn	54.222.128.128, 54.222.129.201, 54.222.130.82, 54.222.227.163, 54.222.251.123, 54.223.41.191, 54.223.50.174, 54.223.82.222
teacher.vipkid.com.cn	39.97.5.223
teach.vipkid.com.cn	52.80.116.83, 52.80.135.92, 52.80.240.160, 52.80.244.197, 54.223.57.97, 54.223.66.247, 54.223.90.127, 54.223.96.52
tech.vipkid.com.cn	59.110.148.190
tms.vipkid.com.cn	39.105.225.55
training.vipkid.com.cn	47.93.59.117
tv.vipkid.com.cn	101.89.124.211, 101.89.124.212, 101.89.124.213, 101.89.124.214, 101.89.124.215, 101.89.125.212, 101.89.125.213, 101.89.125.214, 101.89.125.215, 101.89.125.216, 114.80.24.198, 114.80.24.199, 114.80.24.200, 114.80.24.201, 114.80.24.202
v.vipkid.com.cn	101.226.28.226, 101.226.28.227, 101.226.28.228, 101.226.28.229, 101.226.28.230, 101.226.28.231, 101.226.28.232, 101.226.28.233
video.vipkid.com.cn	122.228.4.155, 122.228.4.188, 122.228.4.189, 122.228.4.197, 122.228.4.220, 122.228.4.221, 122.228.4.224, 122.228.4.225
vpn.vipkid.com.cn	114.113.81.51
w3.vipkid.com.cn	182.92.155.231
weixin.vipkid.com.cn	101.226.28.226, 101.226.28.227, 101.226.28.228, 101.226.28.229, 101.226.28.230, 101.226.28.231, 101.226.28.232, 101.226.28.233
webmail.vipkid.com.cn	114.113.81.36
wiki.vipkid.com.cn	52.80.27.96, 52.80.78.249, 54.222.156.200, 54.223.194.128, 54.223.233.149, 54.223.244.87, 54.223.40.81, 54.223.70.53
wss.vipkid.com.cn	39.96.105.50
www.vipkid.com.cn	101.89.124.211, 101.89.124.212, 101.89.124.213, 101.89.124.214, 101.89.124.215, 101.89.125.213, 101.89.125.214, 101.89.125.215, 101.89.125.216, 101.89.125.217, 114.80.24.196, 114.80.24.197, 114.80.24.198, 114.80.24.199, 114.80.24.203
0.999.vipkid.com.cn	39.105.226.119
1.999.vipkid.com.cn	39.105.226.119
2.999.vipkid.com.cn	39.105.226.119
3.999.vipkid.com.cn	39.105.226.119
4.999.vipkid.com.cn	39.105.226.119
3g.999.vipkid.com.cn	39.105.226.119
5.999.vipkid.com.cn	39.105.226.119
6.999.vipkid.com.cn	39.105.226.119
7.999.vipkid.com.cn	39.105.226.119
8.999.vipkid.com.cn	39.105.226.119
9.999.vipkid.com.cn	39.105.226.119
a.999.vipkid.com.cn	39.105.226.119
activity.999.vipkid.com.cn	39.105.226.119
adm.999.vipkid.com.cn	39.105.226.119
admin.999.vipkid.com.cn	39.105.226.119
adminht.999.vipkid.com.cn	39.105.226.119
api.999.vipkid.com.cn	39.105.226.119
api.sso.vipkid.com.cn	39.105.225.55
api.finance.vipkid.com.cn	52.80.178.52, 52.80.78.249, 54.222.156.200, 54.223.194.128, 54.223.233.149, 54.223.244.87, 54.223.40.81, 54.223.70.53
api.learning.vipkid.com.cn	54.222.136.175, 54.223.157.97, 54.223.159.72, 54.223.167.190, 54.223.176.180, 54.223.180.14, 54.223.231.27, 54.223.246.85
app.999.vipkid.com.cn	39.105.226.119
apps.999.vipkid.com.cn	39.105.226.119
assets.999.vipkid.com.cn	39.105.226.119
api.management.vipkid.com.cn	52.80.178.52, 52.80.27.96, 52.80.78.249, 54.222.156.200, 54.223.194.128, 54.223.228.216, 54.223.244.87, 54.223.70.53
auth.999.vipkid.com.cn	39.105.226.119
auth.management.vipkid.com.cn	39.105.225.55
autodiscover.999.vipkid.com.cn	39.105.226.119
b.999.vipkid.com.cn	39.105.226.119
backup.999.vipkid.com.cn	39.105.226.119
bata.999.vipkid.com.cn	39.105.226.119
bbs.999.vipkid.com.cn	39.105.226.119
beta.999.vipkid.com.cn	39.105.226.119
blog.999.vipkid.com.cn	39.105.226.119
boss.999.vipkid.com.cn	39.105.226.119
bug.999.vipkid.com.cn	39.105.226.119
bugzilla.999.vipkid.com.cn	39.105.226.119
c.999.vipkid.com.cn	39.105.226.119
cache.999.vipkid.com.cn	39.105.226.119
cas.999.vipkid.com.cn	39.105.226.119
ceshi.999.vipkid.com.cn	39.105.226.119
cms.999.vipkid.com.cn	39.105.226.119
connect.999.vipkid.com.cn	39.105.226.119
console.999.vipkid.com.cn	39.105.226.119
console.management.vipkid.com.cn	52.80.178.52, 52.80.27.96, 52.80.78.249, 54.223.194.128, 54.223.228.216, 54.223.233.149, 54.223.244.87, 54.223.70.53
control.999.vipkid.com.cn	39.105.226.119
count.999.vipkid.com.cn	39.105.226.119
counter.999.vipkid.com.cn	39.105.226.119
cp.999.vipkid.com.cn	39.105.226.119
css.999.vipkid.com.cn	39.105.226.119
crm.999.vipkid.com.cn	39.105.226.119
data.999.vipkid.com.cn	39.105.226.119
database.999.vipkid.com.cn	39.105.226.119
d.999.vipkid.com.cn	39.105.226.119
db.999.vipkid.com.cn	39.105.226.119
demo.999.vipkid.com.cn	39.105.226.119
dev.999.vipkid.com.cn	39.105.226.119
dev1.999.vipkid.com.cn	39.105.226.119
dl.999.vipkid.com.cn	39.105.226.119
docs.999.vipkid.com.cn	39.105.226.119
down.999.vipkid.com.cn	39.105.226.119
download.999.vipkid.com.cn	39.105.226.119
downloads.999.vipkid.com.cn	39.105.226.119
e.999.vipkid.com.cn	39.105.226.119
edit.999.vipkid.com.cn	39.105.226.119
edm.999.vipkid.com.cn	39.105.226.119
en.999.vipkid.com.cn	39.105.226.119
exchange.999.vipkid.com.cn	39.105.226.119
erp.999.vipkid.com.cn	39.105.226.119
feedback.999.vipkid.com.cn	39.105.226.119
files.999.vipkid.com.cn	39.105.226.119
f.999.vipkid.com.cn	39.105.226.119
forum.999.vipkid.com.cn	39.105.226.119
ftp.999.vipkid.com.cn	39.105.226.119
g.999.vipkid.com.cn	39.105.226.119
gateway.999.vipkid.com.cn	39.105.226.119
git.999.vipkid.com.cn	39.105.226.119
gm.999.vipkid.com.cn	39.105.226.119
go.999.vipkid.com.cn	39.105.226.119
h.999.vipkid.com.cn	39.105.226.119
help.999.vipkid.com.cn	39.105.226.119
ht.999.vipkid.com.cn	39.105.226.119
home.999.vipkid.com.cn	39.105.226.119
i.999.vipkid.com.cn	39.105.226.119
id.999.vipkid.com.cn	39.105.226.119
image.999.vipkid.com.cn	39.105.226.119
imap.999.vipkid.com.cn	39.105.226.119
img.999.vipkid.com.cn	39.105.226.119
img01.999.vipkid.com.cn	39.105.226.119
img02.999.vipkid.com.cn	39.105.226.119
img03.999.vipkid.com.cn	39.105.226.119
img04.999.vipkid.com.cn	39.105.226.119
it.999.vipkid.com.cn	39.105.226.119
j.999.vipkid.com.cn	39.105.226.119
jira.999.vipkid.com.cn	39.105.226.119
js.999.vipkid.com.cn	39.105.226.119
k.999.vipkid.com.cn	39.105.226.119
lab.999.vipkid.com.cn	39.105.226.119
ldap.999.vipkid.com.cn	39.105.226.119
lib.999.vipkid.com.cn	39.105.226.119
library.999.vipkid.com.cn	39.105.226.119
list.999.vipkid.com.cn	39.105.226.119
live.999.vipkid.com.cn	39.105.226.119
lm.999.vipkid.com.cn	39.105.226.119
log.999.vipkid.com.cn	39.105.226.119
login.999.vipkid.com.cn	39.105.226.119
login.training.vipkid.com.cn	47.94.59.117
mail.999.vipkid.com.cn	39.105.226.119
manage.999.vipkid.com.cn	39.105.226.119
manager.999.vipkid.com.cn	39.105.226.119
master.999.vipkid.com.cn	39.105.226.119
mgr.999.vipkid.com.cn	39.105.226.119
monitor.999.vipkid.com.cn	39.105.226.119
monitor.management.vipkid.com.cn	52.80.178.52, 52.80.27.96, 52.80.78.249, 54.222.156.200, 54.223.194.128, 54.223.233.149, 54.223.40.81, 54.223.70.53
mysql.999.vipkid.com.cn	39.105.226.119
n.999.vipkid.com.cn	39.105.226.119
nagios.999.vipkid.com.cn	39.105.226.119
new.999.vipkid.com.cn	39.105.226.119
o.999.vipkid.com.cn	39.105.226.119
oa.999.vipkid.com.cn	39.105.226.119
old.999.vipkid.com.cn	39.105.226.119
p.999.vipkid.com.cn	39.105.226.119
passport.999.vipkid.com.cn	39.105.226.119
phpmyadmin.999.vipkid.com.cn	39.105.226.119
pic.999.vipkid.com.cn	39.105.226.119
pma.999.vipkid.com.cn	39.105.226.119
pop.999.vipkid.com.cn	39.105.226.119
portal.999.vipkid.com.cn	39.105.226.119
preview.999.vipkid.com.cn	39.105.226.119
profile.999.vipkid.com.cn	39.105.226.119
proxy.999.vipkid.com.cn	39.105.226.119
q.999.vipkid.com.cn	39.105.226.119
r.999.vipkid.com.cn	39.105.226.119
res.999.vipkid.com.cn	39.105.226.119
s.999.vipkid.com.cn	39.105.226.119
s2.999.vipkid.com.cn	39.105.226.119
s3.999.vipkid.com.cn	39.105.226.119
sandbox.999.vipkid.com.cn	39.105.226.119
scanner.999.vipkid.com.cn	39.105.226.119
search.999.vipkid.com.cn	39.105.226.119
service.999.vipkid.com.cn	39.105.226.119
share.999.vipkid.com.cn	39.105.226.119
s1.999.vipkid.com.cn	39.105.226.119
sms.999.vipkid.com.cn	39.105.226.119
so.999.vipkid.com.cn	39.105.226.119
sql.999.vipkid.com.cn	39.105.226.119
ssh.999.vipkid.com.cn	39.105.226.119
sslvpn.999.vipkid.com.cn	39.105.226.119
sso.999.vipkid.com.cn	39.105.226.119
staff.999.vipkid.com.cn	39.105.226.119
staff.management.vipkid.com.cn	39.105.225.55
stat.999.vipkid.com.cn	39.105.226.119
static.999.vipkid.com.cn	39.105.226.119
stats.999.vipkid.com.cn	39.105.226.119
status.999.vipkid.com.cn	39.105.226.119
stmp.999.vipkid.com.cn	39.105.226.119
survey.999.vipkid.com.cn	39.105.226.119
svn.999.vipkid.com.cn	39.105.226.119
sys.999.vipkid.com.cn	39.105.226.119
system.999.vipkid.com.cn	39.105.226.119
t.999.vipkid.com.cn	39.105.226.119
test.999.vipkid.com.cn	39.105.226.119
test.payroll.vipkid.com.cn	101.226.26.226, 101.226.26.227, 101.226.26.228, 101.226.26.229, 101.226.26.230, 101.226.26.231, 101.226.26.232, 101.226.26.233
test2.999.vipkid.com.cn	39.105.226.119
tool.999.vipkid.com.cn	39.105.226.119
toolbox.999.vipkid.com.cn	39.105.226.119
union.999.vipkid.com.cn	39.105.226.119
update.999.vipkid.com.cn	39.105.226.119
u.999.vipkid.com.cn	39.105.226.119
updates.999.vipkid.com.cn	39.105.226.119
upgrade.999.vipkid.com.cn	39.105.226.119
upload.999.vipkid.com.cn	39.105.226.119
user.999.vipkid.com.cn	39.105.226.119
v.999.vipkid.com.cn	39.105.226.119
vip.999.vipkid.com.cn	39.105.226.119
vote.999.vipkid.com.cn	39.105.226.119
w.999.vipkid.com.cn	39.105.226.119
vpn.999.vipkid.com.cn	39.105.226.119
web.999.vipkid.com.cn	39.105.226.119
webht.999.vipkid.com.cn	39.105.226.119
wechat.999.vipkid.com.cn	39.105.226.119
wei.999.vipkid.com.cn	39.105.226.119
weixin.999.vipkid.com.cn	39.105.226.119
wap.999.vipkid.com.cn	39.105.226.119
wiki.999.vipkid.com.cn	39.105.226.119
www.999.vipkid.com.cn	39.105.226.119
wx.999.vipkid.com.cn	39.105.226.119
x.999.vipkid.com.cn	39.105.226.119
y.999.vipkid.com.cn	39.105.226.119
xml.999.vipkid.com.cn	39.105.226.119
z.999.vipkid.com.cn	39.105.226.119
zabbix.999.vipkid.com.cn	39.105.226.119
zhidao.999.vipkid.com.cn	39.105.226.119
zimbra.999.vipkid.com.cn	39.105.226.119
zip.999.vipkid.com.cn	39.105.226.119
